X,Y
54.73,93.9436
57,96.94
96.99,149.7268
33.25,65.59
90.92,141.7144
83.68,132.1576
88.5,138.52
60.44,101.4808
22.79,51.7828
0.2,21.964
98.92,152.2744
12.39,38.0548
74.98,120.6736
82.47,130.5604
11.09,36.3388
10.56,35.6392
31.71,63.5572
33.29,65.6428
28.68,59.5576
21.93,50.6476
69.64,113.6248
8.24,32.5768
76.62,122.8384
32.77,64.9564
24.12,53.5384
77.22,123.6304
61.01,102.2332
27.03,57.3796
22.86,51.8752
35.18,68.1376
38.25,72.19
60.39,101.4148
40.56,75.2392
3.93,26.8876
41.04,75.8728
53.5,92.32
44.18,80.0176
43.25,78.79
9.83,34.6756
85.62,134.7184
39.21,73.4572
54.46,93.5872
33.12,65.4184
92.79,144.1828
97.52,150.4264
75.39,121.2148
62.25,103.87
77.98,124.6336
91.33,142.2556
95.69,148.0108
68.03,111.4996
6.12,29.7784
28.17,58.8844
33.43,65.8276
17.1,44.272
84.96,133.8472
51.07,89.1124
76.25,122.35
99.05,152.446
18,45.46
19.7,47.704
59.94,100.8208
15.82,42.5824
66.19,109.0708
71.67,116.3044
14.15,40.378
3.76,26.6632
52.16,90.5512
51.76,90.0232
97.58,150.5056
55.6,95.092
97.02,149.7664
7.93,32.1676
98.75,152.05
3.5,26.32
96.65,149.278
26.35,56.482
97,149.74
7.37,31.4284
35.9,69.088
50.5,88.36
68.38,111.9616
50.23,88.0036
46.78,83.4496
86.89,136.3948
96.78,149.4496
96.5,149.08
32.54,64.6528
92.16,143.3512
56.31,96.0292
12.32,37.9624
80.16,127.5112
1.79,24.0628
3.41,26.2012
4.84,28.0888
7.98,32.2336
88.53,138.5596
93.77,145.4764
51.48,89.6536
33.53,65.9596
11.06,36.2992
39.01,73.1932
13.85,39.982
53.81,92.7292
98.09,151.1788
13.53,39.5596
17.99,45.4468
67.32,110.5624
24.75,54.37
41.95,77.074
12.95,38.794
20.99,49.4068
68.55,112.186
71.77,116.4364
64.49,106.8268
3.55,26.386
81.75,129.61
88.68,138.7576
55.92,95.5144
9.87,34.7284
0.39,22.2148
10.73,35.8636
48.28,85.4296
53.14,91.8448
66.24,109.1368
40.82,75.5824
30.59,62.0788
72.07,116.8324
86.42,135.7744
64.83,107.2756
31.56,63.3592
53.72,92.6104
46.19,82.6708
38.63,72.6916
72.31,117.1492
98.13,151.2316
85.32,134.3224
38.76,72.8632
6.23,29.9236
41.9,77.008
69.32,113.2024
95.46,147.7072
51.02,89.0464
9.47,34.2004
17.83,45.2356
91.78,142.8496
23.75,53.05
11.72,37.1704
66.67,109.7044
55.44,94.8808
62.31,103.9492
62.13,103.7116
42.96,78.4072
44.26,80.1232
75.51,121.3732
35.63,68.7316
91.88,142.9816
74.63,120.2116
43.69,79.3708
25.9,55.888
82.85,131.062
34.55,67.306
99.55,153.106
15.79,42.5428
95.86,148.2352
62.7,104.464
38.35,72.322
5.29,28.6828
58.23,98.5636
59.68,100.4776
78.77,125.6764
49.16,86.5912
56.55,96.346
52.21,90.6172
55.96,95.5672
97.15,149.938
94.01,145.7932
43.31,78.8692
34.16,66.7912
28.83,59.7556
19.83,47.8756
10.21,35.1772
79.72,126.9304
10.46,35.5072
28.94,59.9008
68.62,112.2784
6.84,30.7288
15.52,42.1864
31.43,63.1876
70.64,114.9448
70.24,114.4168
12.92,38.7544
49.57,87.1324
9.32,34.0024
51.67,89.9044
3.98,26.9536
90.57,141.2524
17.6,44.932
47.5,84.4
37.79,71.5828
42.77,78.1564
34.35,67.042
99.78,153.4096
75.98,121.9936
62.95,104.794
97.16,149.9512
13.11,39.0052
4.08,27.0856
57.4,97.468
79.93,127.2076
68.57,112.2124
10.9,36.088
19.81,47.8492
86.06,135.2992
46.2,82.684
32.82,65.0224
4.93,28.2076
15.85,42.622
20.04,48.1528
86.56,135.9592
87.55,137.266
35.34,68.3488
27.83,58.4356
60.92,102.1144
25.61,55.5052
26.4,56.548
86.86,136.3552
7.29,31.3228
35.77,68.9164
18.39,45.9748
38.48,72.4936
21.3,49.816
24.25,53.71
11.6,37.012
11.48,36.8536
94.78,146.8096
55.63,95.1316
81.29,129.0028
64.18,106.4176
60.66,101.7712
13.13,39.0316
26.02,56.0464
11.15,36.418
92.35,143.602
24.36,53.8552
14.54,40.8928
42.96,78.4072
86.32,135.6424
68.68,112.3576
44.38,80.2816
49.13,86.5516
36.17,69.4444
17.4,44.668
20.68,48.9976
79.41,126.5212
36.5,69.88
5.68,29.1976
42.76,78.1432
19.46,47.3872
1.08,23.1256
61.1,102.352
42.43,77.7076
73.41,118.6012
63.22,105.1504
86.54,135.9328
34.81,67.6492
60.56,101.6392
18.57,46.2124
64.52,106.8664
84.26,132.9232
29.06,60.0592
10.5,35.56
61.35,102.682
97,149.74
54.89,94.1548
60.02,100.9264
52.48,90.9736
18.39,45.9748
8.48,32.8936
26.39,56.5348
9.06,33.6592
66.5,109.48
57.74,97.9168
25.66,55.5712
4.72,27.9304
98.24,151.3768
74.73,120.3436
6.56,30.3592
59.14,99.7648
63.28,105.2296
62.08,103.6456
3.32,26.0824
40.85,75.622
64.77,107.1964
79.9,127.168
48.62,85.8784
39.18,73.4176
68.52,112.1464
17.21,44.4172
96.98,149.7136
83.15,131.458
62.95,104.794
39.43,73.7476
35.05,67.966
97,149.74
65.74,108.4768
59.47,100.2004
99.79,153.4228
74.41,119.9212
49.23,86.6836
48.09,85.1788
24.35,53.842
64.06,106.2592
30.43,61.8676
35.18,68.1376
35.97,69.1804
67.1,110.272
5.39,28.8148
50.42,88.2544
66.24,109.1368
62.68,104.4376
99.83,153.4756
81.83,129.7156
11.95,37.474
87.93,137.7676
94.07,145.8724
17.22,44.4304
52.86,91.4752
7.54,31.6528
1.89,24.1948
32.53,64.6396
4.01,26.9932
76.42,122.5744
29.62,60.7984
2,24.34
65.14,107.6848
21.85,50.542
31.48,63.2536
49.86,87.5152
12.83,38.6356
16.84,43.9288
86.08,135.3256
96.06,148.4992
53.87,92.8084
83.51,131.9332
1.66,23.8912
95.55,147.826
17.86,45.2752
57.5,97.6
53.71,92.5972
46.89,83.5948
23.18,52.2976
86.92,136.4344
45.23,81.4036
72.64,117.5848
31.12,62.7784
18.39,45.9748
0.05,21.766
42.07,77.2324
84.06,132.6592
47.92,84.9544
40.04,74.5528
31.22,62.9104
50.19,87.9508
76.17,122.2444
58.03,98.2996
61.65,103.078
83.77,132.2764
7.64,31.7848
61.59,102.9988
87.63,137.3716
5.7,29.224
17.96,45.4072
82.95,131.194
55.38,94.8016
59.98,100.8736
39.15,73.378
43.79,79.5028
38.95,73.114
13,38.86
92.12,143.2984
33.69,66.1708
31.77,63.6364
76.01,122.0332
89.04,139.2328
81.66,129.4912
26.01,56.0332
50.63,88.5316
90.34,140.9488
53.87,92.8084
52.47,90.9604
72.14,116.9248
58.85,99.382
91.94,143.0608
58,98.26
19.38,47.2816
68.36,111.9352
65.65,108.358
13.09,38.9788
89.62,139.9984
76.18,122.2576
62.5,104.2
26.82,57.1024
29.22,60.2704
82.88,131.1016
41.74,76.7968
43.19,78.7108
17.91,45.3412
27.89,58.5148
62.38,104.0416
63.27,105.2164
5.44,28.8808
67.67,111.0244
7.12,31.0984
74.81,120.4492
76.88,123.1816
89.74,140.1568
6.39,30.1348
22.51,51.4132
94.03,145.8196
76.74,122.9968
7.04,30.9928
14.36,40.6552
24.51,54.0532
82.24,130.2568
69.94,114.0208
28.69,59.5708
14.45,40.774
73.87,119.2084
25.68,55.5976
50.07,87.7924
73.78,119.0896
11.07,36.3124
65.56,108.2392
14.48,40.8136
83.19,131.5108
47.87,84.8884
24.48,54.0136
23.33,52.4956
32.35,64.402
36.16,69.4312
28.34,59.1088
11.59,36.9988
0.4,22.228
66.88,109.9816
69.58,113.5456
93.99,145.7668
78.13,124.8316
29.81,61.0492
23.77,53.0764
70.49,114.7468
44.95,81.034
20.51,48.7732
25.98,55.9936
82.15,130.138
28.77,59.6764
66.78,109.8496
75.42,121.2544
23.39,52.5748
76.55,122.746
14.19,40.4308
33,65.26
80.36,127.7752
46.74,83.3968
25.14,54.8848
42.25,77.47
84.13,132.7516
80.5,127.96
88.97,139.1404
95.68,147.9976
90.76,141.5032
68.8,112.516
23.59,52.8388
42.86,78.2752
65.71,108.4372
78.32,125.0824
66.13,108.9916
1.34,23.4688
30.11,61.4452
90.65,141.358
34.78,67.6096
29.77,60.9964
38.36,72.3352
92.92,144.3544
35.69,68.8108
62.34,103.9888
74.98,120.6736
87.69,137.4508
20.97,49.3804
34.13,66.7516
36.64,70.0648
51.59,89.7988
33.67,66.1444
16.69,43.7308
21.13,49.5916
62.53,104.2396
37.14,70.7248
32.77,64.9564
75.61,121.5052
33.3,65.656
79.86,127.1152
75.59,121.4788
98.53,151.7596
81.91,129.8212
22.4,51.268
50.96,88.9672
60.9,102.088
10.56,35.6392
52.07,90.4324
43.17,78.6844
50.66,88.5712
92.35,143.602
95.95,148.354
54.1,93.112
38.65,72.718
60.38,101.4016
94.44,146.3608
37.09,70.6588
0.96,22.9672
41.82,76.9024
38.02,71.8864
32.91,65.1412
43.08,78.5656
16.36,43.2952
66.52,109.5064
13.53,39.5596
61.65,103.078
22.59,51.5188
17.16,44.3512
89.26,139.5232
36.66,70.0912
27.42,57.8944
78.54,125.3728
74.01,119.3932
15.74,42.4768
18.5,46.12
26.4,56.548
20.8,49.156
79.34,126.4288
91.51,142.4932
94.6,146.572
16.13,42.9916
0.48,22.3336
89.43,139.7476
6.85,30.742
0.45,22.294
5.81,29.3692
36.1,69.352
90.42,141.0544
92.77,144.1564
6.41,30.1612
76.45,122.614
75.49,121.3468
50.33,88.1356
67.94,111.3808
2.25,24.67
17.69,45.0508
52.66,91.2112
36.65,70.078
95.03,147.1396
43.45,79.054
87.86,137.6752
16.87,43.9684
12.43,38.1076
25.52,55.3864
96.43,148.9876
43.94,79.7008
