X,Y
64.3,94.3
36.82,66.82
88.05,118.05
29.79,59.79
27.7,57.7
60.18,90.18
68.63,98.63
42.71,72.71
85.65,115.65
21.27,51.27
32.14,62.14
88.28,118.28
35.1,65.1
79.19,109.19
69.09,99.09
80.74,110.74
20.03,50.03
32.62,62.62
39.17,69.17
60.56,90.56
65.24,95.24
90.95,120.95
71.19,101.19
48.6,78.6
52.33,82.33
93.05,123.05
94.38,124.38
98.18,128.18
20.17,50.17
59.19,89.19
46.42,76.42
97.42,127.42
11.28,41.28
98.25,128.25
46.18,76.18
55.52,85.52
50.82,80.82
69.93,99.93
76.44,106.44
36.29,66.29
60.8,90.8
0.99,30.99
10.83,40.83
5.24,35.24
67.66,97.66
45.93,75.93
2.26,32.26
98.04,128.04
90.1,120.1
34.34,64.34
44.56,74.56
83.69,113.69
16.35,46.35
76.93,106.93
32.46,62.46
40.16,70.16
94.03,124.03
44.21,74.21
4.64,34.64
74.71,104.71
41.17,71.17
59.93,89.93
17.8,47.8
5.5,35.5
21.83,51.83
52.17,82.17
71.31,101.31
22.02,52.02
22.89,52.89
69.86,99.86
7.86,37.86
56.34,86.34
2.6,32.6
82.29,112.29
51.94,81.94
20.28,50.28
44.89,74.89
10.41,40.41
35.87,65.87
58.9,88.9
89.92,119.92
93.09,123.09
23.14,53.14
56.76,86.76
35.95,65.95
30.48,60.48
48.71,78.71
97.69,127.69
59.72,89.72
39.7,69.7
14.4,44.4
55.73,85.73
22.66,52.66
78.85,108.85
55.15,85.15
10.71,40.71
75.86,105.86
64.2,94.2
91.53,121.53
34.89,64.89
82.21,112.21
65.41,95.41
25.29,55.29
73.35,103.35
26.5,56.5
36.86,66.86
12.33,42.33
92.04,122.04
25.86,55.86
0.44,30.44
19.23,49.23
52.87,82.87
62.83,92.83
56.27,86.27
0.33,30.33
25.14,55.14
68.48,98.48
22.68,52.68
97.28,127.28
24.85,54.85
62.24,92.24
99.8,129.8
26.9,56.9
79.04,109.04
1.13,31.13
78.4,108.4
81.23,111.23
53.04,83.04
49.61,79.61
15.08,45.08
55.36,85.36
47.91,77.91
82.93,112.93
61.56,91.56
67.81,97.81
55.63,85.63
33.79,63.79
86.66,116.66
16.89,46.89
24.83,54.83
12.9,42.9
78.39,108.39
58.9,88.9
11.73,41.73
44.24,74.24
31.47,61.47
58.61,88.61
15.7,45.7
27.52,57.52
72.2,102.2
15.96,45.96
32.14,62.14
73.06,103.06
82.47,112.47
33.99,63.99
17.27,47.27
19.18,49.18
54.73,84.73
57,87
96.99,126.99
33.25,63.25
90.92,120.92
83.68,113.68
88.5,118.5
60.44,90.44
22.79,52.79
0.2,30.2
98.92,128.92
12.39,42.39
74.98,104.98
82.47,112.47
11.09,41.09
10.56,40.56
31.71,61.71
33.29,63.29
28.68,58.68
21.93,51.93
69.64,99.64
8.24,38.24
76.62,106.62
32.77,62.77
24.12,54.12
77.22,107.22
61.01,91.01
27.03,57.03
22.86,52.86
35.18,65.18
38.25,68.25
60.39,90.39
40.56,70.56
3.93,33.93
41.04,71.04
53.5,83.5
44.18,74.18
43.25,73.25
9.83,39.83
85.62,115.62
39.21,69.21
54.46,84.46
33.12,63.12
92.79,122.79
97.52,127.52
75.39,105.39
62.25,92.25
77.98,107.98
91.33,121.33
95.69,125.69
68.03,98.03
6.12,36.12
28.17,58.17
33.43,63.43
17.1,47.1
84.96,114.96
51.07,81.07
76.25,106.25
99.05,129.05
18,48
19.7,49.7
59.94,89.94
15.82,45.82
66.19,96.19
71.67,101.67
14.15,44.15
3.76,33.76
52.16,82.16
51.76,81.76
97.58,127.58
55.6,85.6
97.02,127.02
7.93,37.93
98.75,128.75
3.5,33.5
96.65,126.65
26.35,56.35
97,127
7.37,37.37
35.9,65.9
50.5,80.5
68.38,98.38
50.23,80.23
46.78,76.78
86.89,116.89
96.78,126.78
96.5,126.5
32.54,62.54
92.16,122.16
56.31,86.31
12.32,42.32
80.16,110.16
1.79,31.79
3.41,33.41
4.84,34.84
7.98,37.98
88.53,118.53
93.77,123.77
51.48,81.48
33.53,63.53
11.06,41.06
39.01,69.01
13.85,43.85
53.81,83.81
98.09,128.09
13.53,43.53
17.99,47.99
67.32,97.32
24.75,54.75
41.95,71.95
12.95,42.95
20.99,50.99
68.55,98.55
71.77,101.77
64.49,94.49
3.55,33.55
81.75,111.75
88.68,118.68
55.92,85.92
9.87,39.87
0.39,30.39
10.73,40.73
48.28,78.28
53.14,83.14
66.24,96.24
40.82,70.82
30.59,60.59
72.07,102.07
86.42,116.42
64.83,94.83
31.56,61.56
53.72,83.72
46.19,76.19
38.63,68.63
72.31,102.31
98.13,128.13
85.32,115.32
38.76,68.76
6.23,36.23
41.9,71.9
69.32,99.32
95.46,125.46
51.02,81.02
9.47,39.47
17.83,47.83
91.78,121.78
23.75,53.75
11.72,41.72
66.67,96.67
55.44,85.44
62.31,92.31
62.13,92.13
42.96,72.96
44.26,74.26
75.51,105.51
35.63,65.63
91.88,121.88
74.63,104.63
43.69,73.69
25.9,55.9
82.85,112.85
34.55,64.55
99.55,129.55
15.79,45.79
95.86,125.86
62.7,92.7
38.35,68.35
5.29,35.29
58.23,88.23
59.68,89.68
78.77,108.77
49.16,79.16
56.55,86.55
52.21,82.21
55.96,85.96
97.15,127.15
94.01,124.01
43.31,73.31
34.16,64.16
28.83,58.83
19.83,49.83
10.21,40.21
79.72,109.72
10.46,40.46
28.94,58.94
68.62,98.62
6.84,36.84
15.52,45.52
31.43,61.43
70.64,100.64
70.24,100.24
12.92,42.92
49.57,79.57
9.32,39.32
51.67,81.67
3.98,33.98
90.57,120.57
17.6,47.6
47.5,77.5
37.79,67.79
42.77,72.77
34.35,64.35
99.78,129.78
75.98,105.98
62.95,92.95
97.16,127.16
13.11,43.11
4.08,34.08
57.4,87.4
79.93,109.93
68.57,98.57
10.9,40.9
19.81,49.81
86.06,116.06
46.2,76.2
32.82,62.82
4.93,34.93
15.85,45.85
20.04,50.04
86.56,116.56
87.55,117.55
35.34,65.34
27.83,57.83
60.92,90.92
25.61,55.61
26.4,56.4
86.86,116.86
7.29,37.29
35.77,65.77
18.39,48.39
38.48,68.48
21.3,51.3
24.25,54.25
11.6,41.6
11.48,41.48
94.78,124.78
55.63,85.63
81.29,111.29
64.18,94.18
60.66,90.66
13.13,43.13
26.02,56.02
11.15,41.15
92.35,122.35
24.36,54.36
14.54,44.54
42.96,72.96
86.32,116.32
68.68,98.68
44.38,74.38
49.13,79.13
36.17,66.17
17.4,47.4
20.68,50.68
79.41,109.41
36.5,66.5
5.68,35.68
42.76,72.76
19.46,49.46
1.08,31.08
61.1,91.1
42.43,72.43
73.41,103.41
63.22,93.22
86.54,116.54
34.81,64.81
60.56,90.56
18.57,48.57
64.52,94.52
84.26,114.26
29.06,59.06
10.5,40.5
61.35,91.35
97,127
54.89,84.89
60.02,90.02
52.48,82.48
18.39,48.39
8.48,38.48
26.39,56.39
9.06,39.06
66.5,96.5
57.74,87.74
25.66,55.66
4.72,34.72
98.24,128.24
74.73,104.73
6.56,36.56
59.14,89.14
63.28,93.28
62.08,92.08
3.32,33.32
40.85,70.85
64.77,94.77
79.9,109.9
48.62,78.62
39.18,69.18
68.52,98.52
17.21,47.21
96.98,126.98
83.15,113.15
62.95,92.95
39.43,69.43
35.05,65.05
97,127
65.74,95.74
59.47,89.47
99.79,129.79
74.41,104.41
49.23,79.23
48.09,78.09
24.35,54.35
64.06,94.06
30.43,60.43
35.18,65.18
35.97,65.97
67.1,97.1
5.39,35.39
50.42,80.42
66.24,96.24
62.68,92.68
99.83,129.83
81.83,111.83
11.95,41.95
87.93,117.93
94.07,124.07
17.22,47.22
52.86,82.86
7.54,37.54
1.89,31.89
32.53,62.53
4.01,34.01
76.42,106.42
29.62,59.62
2,32
65.14,95.14
21.85,51.85
31.48,61.48
49.86,79.86
12.83,42.83
16.84,46.84
86.08,116.08
96.06,126.06
53.87,83.87
83.51,113.51
1.66,31.66
95.55,125.55
17.86,47.86
57.5,87.5
53.71,83.71
46.89,76.89
23.18,53.18
86.92,116.92
45.23,75.23
72.64,102.64
31.12,61.12
18.39,48.39
0.05,30.05
42.07,72.07
84.06,114.06
47.92,77.92
40.04,70.04
31.22,61.22
50.19,80.19
76.17,106.17
58.03,88.03
61.65,91.65
83.77,113.77
7.64,37.64
61.59,91.59
87.63,117.63
5.7,35.7
17.96,47.96
82.95,112.95
55.38,85.38
59.98,89.98
39.15,69.15
43.79,73.79
38.95,68.95
13,43
92.12,122.12
33.69,63.69
31.77,61.77
76.01,106.01
89.04,119.04
81.66,111.66
26.01,56.01
50.63,80.63
90.34,120.34
53.87,83.87
52.47,82.47
72.14,102.14
58.85,88.85
91.94,121.94
58,88
19.38,49.38
68.36,98.36
65.65,95.65
13.09,43.09
89.62,119.62
76.18,106.18
62.5,92.5
26.82,56.82
29.22,59.22
82.88,112.88
41.74,71.74
43.19,73.19
17.91,47.91
27.89,57.89
62.38,92.38
63.27,93.27
5.44,35.44
67.67,97.67
7.12,37.12
74.81,104.81
76.88,106.88
89.74,119.74
6.39,36.39
22.51,52.51
94.03,124.03
76.74,106.74
7.04,37.04
14.36,44.36
24.51,54.51
82.24,112.24
69.94,99.94
28.69,58.69
14.45,44.45
73.87,103.87
25.68,55.68
50.07,80.07
73.78,103.78
11.07,41.07
65.56,95.56
14.48,44.48
83.19,113.19
47.87,77.87
24.48,54.48
23.33,53.33
32.35,62.35
36.16,66.16
28.34,58.34
11.59,41.59
0.4,30.4
66.88,96.88
69.58,99.58
93.99,123.99
78.13,108.13
29.81,59.81
23.77,53.77
70.49,100.49
44.95,74.95
20.51,50.51
25.98,55.98
82.15,112.15
28.77,58.77
66.78,96.78
75.42,105.42
23.39,53.39
76.55,106.55
14.19,44.19
33,63
80.36,110.36
46.74,76.74
25.14,55.14
42.25,72.25
84.13,114.13
80.5,110.5
88.97,118.97
95.68,125.68
90.76,120.76
68.8,98.8
23.59,53.59
42.86,72.86
65.71,95.71
78.32,108.32
66.13,96.13
1.34,31.34
30.11,60.11
90.65,120.65
34.78,64.78
29.77,59.77
38.36,68.36
92.92,122.92
35.69,65.69
62.34,92.34
74.98,104.98
87.69,117.69
20.97,50.97
34.13,64.13
36.64,66.64
51.59,81.59
33.67,63.67
16.69,46.69
21.13,51.13
62.53,92.53
37.14,67.14
32.77,62.77
75.61,105.61
33.3,63.3
79.86,109.86
75.59,105.59
98.53,128.53
81.91,111.91
22.4,52.4
50.96,80.96
60.9,90.9
10.56,40.56
52.07,82.07
43.17,73.17
50.66,80.66
92.35,122.35
95.95,125.95
54.1,84.1
38.65,68.65
60.38,90.38
94.44,124.44
37.09,67.09
0.96,30.96
41.82,71.82
38.02,68.02
32.91,62.91
43.08,73.08
16.36,46.36
66.52,96.52
13.53,43.53
61.65,91.65
22.59,52.59
17.16,47.16
89.26,119.26
36.66,66.66
27.42,57.42
78.54,108.54
74.01,104.01
15.74,45.74
18.5,48.5
26.4,56.4
20.8,50.8
79.34,109.34
91.51,121.51
94.6,124.6
16.13,46.13
0.48,30.48
89.43,119.43
6.85,36.85
0.45,30.45
5.81,35.81
36.1,66.1
90.42,120.42
92.77,122.77
6.41,36.41
76.45,106.45
75.49,105.49
50.33,80.33
67.94,97.94
2.25,32.25
17.69,47.69
52.66,82.66
36.65,66.65
95.03,125.03
43.45,73.45
87.86,117.86
16.87,46.87
12.43,42.43
25.52,55.52
96.43,126.43
43.94,73.94
